assembly	biosample	coverage	organism	strain	human_related	collection_date	country	city	assembly_source	genome_size	gc_content	n_count	contig_count	longest_contig	N50	N95	busco_complete_perc	kraken2_taxid	kraken2_taxon_name	kraken2_taxid_freq	mlst	mlst_genes_detected	k_serotype	k_confidence	oc_serotype	oc_confidence	aminoglycoside	beta_lactam	colistin	fosfomycin	fusidicacid	glycopeptide	macrolide	misc	nitroimidazole	oxazolidinone	phenicol	pseudomonicacid	quinolone	rifampicin	sulphonamide	tetracycline	trimethoprim	carO	ISAba1	blaOXA51like	carbapenem	fluoroquinolone	crab	qc_pass	continent	region23	country_iso2c	serotype	collection_day	collection_year	filtered	city_pooled
GCA_018285995.1	SAMN19026456	55	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00935	TRUE	2021-04-27	USA	NA	NCBI	4006762	0.391	0	103	190262	90535	14386	99.7	470	Acinetobacter baumannii	83.5	ST2	7	KL2	Very high	OCL1	Good	aac(3)-Ia|aadA5|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-66|blaOXA-72	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul1|sul2	tet(B)	dfrA17	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2021-04-27	2021	TRUE	other_country_outside_europe
GCA_018286015.1	SAMN19026458	82	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00937	TRUE	2021-04-27	USA	NA	NCBI	4077006	0.389	0	67	266271	127902	30831	99.7	470	Acinetobacter baumannii	85.07	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-27	2021	TRUE	other_country_outside_europe
GCA_018286035.1	SAMN19026455	73	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00934	TRUE	2021-04-26	USA	NA	NCBI	3920506	0.389	0	120	196790	83360	10213	99.7	470	Acinetobacter baumannii	85	ST2	7	KL22	Very high	OCL3	Good	NA	blaADC-25|blaOXA-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL22	2021-04-25	2021	TRUE	other_country_outside_europe
GCA_018286055.1	SAMN19026459	97	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00938	TRUE	2021-04-27	USA	NA	NCBI	4084786	0.389	0	68	272746	161936	24598	99.8	470	Acinetobacter baumannii	88.24	ST2	7	KL3	Good	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-27	2021	TRUE	other_country_outside_europe
GCA_018286075.1	SAMN19026460	78	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00939	TRUE	2021-04-27	USA	NA	NCBI	4091132	0.389	0	70	272747	161937	29957	99.7	470	Acinetobacter baumannii	81.43	ST2	7	KL3	Good	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-27	2021	TRUE	other_country_outside_europe
GCA_018286095.1	SAMN19026461	55	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00940	TRUE	2021-04-27	USA	NA	NCBI	4019448	0.389	0	70	272747	162346	21910	99.8	470	Acinetobacter baumannii	82.86	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-27	2021	TRUE	other_country_outside_europe
GCA_018286115.1	SAMN19026462	124	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00943	TRUE	2021-04-27	USA	NA	NCBI	4096222	0.389	0	65	272747	162397	35450	99.7	470	Acinetobacter baumannii	83.08	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-27	2021	TRUE	other_country_outside_europe
GCA_018286155.1	SAMN19026383	83	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00845	TRUE	2021-03-29	USA	NA	NCBI	3954169	0.389	0	129	201369	84321	10470	99.6	470	Acinetobacter baumannii	82.95	ST2	7	KL22	Very high	OCL3	Good	NA	blaADC-25|blaOXA-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL22	2021-03-28	2021	TRUE	other_country_outside_europe
GCA_018286175.1	SAMN19026388	79	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00866	TRUE	2021-04-02	USA	NA	NCBI	3952569	0.389	0	71	272747	162397	22108	99.8	470	Acinetobacter baumannii	84.51	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-01	2021	TRUE	other_country_outside_europe
GCA_018286195.1	SAMN19026386	119	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00864	TRUE	2021-04-05	USA	NA	NCBI	4001278	0.389	0	116	201484	98653	10223	99.8	470	Acinetobacter baumannii	85.34	ST2	7	KL22	Very high	OCL3	Good	NA	blaADC-25|blaOXA-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	FALSE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL22	2021-04-05	2021	TRUE	other_country_outside_europe
GCA_018286215.1	SAMN19026389	53	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00867	TRUE	2021-04-02	USA	NA	NCBI	3872978	0.39	0	87	256552	129780	20831	99.7	470	Acinetobacter baumannii	74.71	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-01	2021	TRUE	other_country_outside_europe
GCA_018286235.1	SAMN19026391	48	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00869	TRUE	2021-04-02	USA	NA	NCBI	3893479	0.39	0	82	272746	140786	21909	99.7	470	Acinetobacter baumannii	76.83	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-01	2021	TRUE	other_country_outside_europe
GCA_018286255.1	SAMN19026390	53	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00868	TRUE	2021-04-03	USA	NA	NCBI	3946695	0.39	0	87	458046	144802	22841	99.7	470	Acinetobacter baumannii	71.26	ST2	7	KL125	Very high	OCL1	Very high	aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1|sul2	tet(B)	NA	TRUE	TRUE	FALSE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL125	2021-04-02	2021	TRUE	other_country_outside_europe
GCA_018286275.1	SAMN19026376	162	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00838	TRUE	2021-03-30	USA	NA	NCBI	4018375	0.389	0	122	196790	83360	11597	99.6	470	Acinetobacter baumannii	85.25	ST2	7	KL22	Good	OCL3	Good	NA	blaADC-25|blaOXA-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL22	2021-03-29	2021	TRUE	other_country_outside_europe
GCA_018286295.1	SAMN19026393	53	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00871	TRUE	2021-04-02	USA	NA	NCBI	3944556	0.39	0	69	364248	143727	26579	99.7	470	Acinetobacter baumannii	82.61	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-235|blaOXA-66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-235-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2021-04-01	2021	TRUE	other_country_outside_europe
GCA_018286315.1	SAMN19026392	59	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00870	TRUE	2021-04-02	USA	NA	NCBI	3949490	0.389	0	84	256853	129587	20951	99.7	470	Acinetobacter baumannii	77.38	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-01	2021	TRUE	other_country_outside_europe
GCA_018286335.1	SAMN19026394	70	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00872	TRUE	2021-04-02	USA	NA	NCBI	3895805	0.39	0	75	425642	161936	24600	99.8	470	Acinetobacter baumannii	81.33	ST2	7	KL3	Good	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-01	2021	TRUE	other_country_outside_europe
GCA_018286415.1	SAMN19026397	63	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00875	TRUE	2021-04-05	USA	NA	NCBI	3855989	0.389	0	119	196790	100629	10470	99.7	470	Acinetobacter baumannii	86.55	ST2	7	KL22	Very high	OCL3	Good	NA	blaADC-25|blaOXA-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL22	2021-04-05	2021	TRUE	other_country_outside_europe
GCA_018286455.1	SAMN19026398	48	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00876	TRUE	2021-04-05	USA	NA	NCBI	3852899	0.389	0	133	201369	98890	10093	99.8	470	Acinetobacter baumannii	84.96	ST2	7	KL22	High	OCL3	Good	NA	blaADC-25|blaOXA-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL22	2021-04-05	2021	TRUE	other_country_outside_europe
GCA_018286495.1	SAMN19026399	63	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00877	TRUE	2021-04-05	USA	NA	NCBI	3868313	0.389	0	126	196790	98611	9920	99.7	470	Acinetobacter baumannii	82.54	ST2	7	KL22	Very high	OCL3	Good	NA	blaADC-25|blaOXA-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL22	2021-04-05	2021	TRUE	other_country_outside_europe
GCA_018286535.1	SAMN19026407	109	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00885	TRUE	2021-04-07	USA	NA	NCBI	4202695	0.389	0	85	293816	130854	18585	99.7	470	Acinetobacter baumannii	82.35	ST2	7	KL3	High	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-06	2021	TRUE	other_country_outside_europe
GCA_018286595.1	SAMN19026409	112	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00887	TRUE	2021-04-05	USA	NA	NCBI	4013859	0.389	0	144	196992	88802	9910	99.8	470	Acinetobacter baumannii	79.86	ST2	7	KL22	Very high	OCL3	Good	NA	blaADC-25|blaOXA-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL22	2021-04-05	2021	TRUE	other_country_outside_europe
GCA_018286615.1	SAMN19026410	73	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00888	TRUE	2021-04-05	USA	NA	NCBI	3874761	0.389	0	130	201370	100914	9484	99.7	470	Acinetobacter baumannii	82.31	ST2	7	KL22	Very high	OCL3	Good	NA	blaADC-25|blaOXA-82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA	gyrAS81L|parCS84L	FALSE	TRUE	Americas	Northern America	US	ST2-KL22	2021-04-05	2021	TRUE	other_country_outside_europe
GCA_018286715.1	SAMN19026413	51	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00891	TRUE	2021-04-09	USA	NA	NCBI	3862083	0.389	0	98	194057	121727	13585	99.8	470	Acinetobacter baumannii	77.55	ST2	7	KL3	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-08	2021	TRUE	other_country_outside_europe
GCA_018287195.1	SAMN19026414	81	Acinetobacter baumannii	Acinetobacter_baumannii_2021CK-00892	TRUE	2021-04-09	USA	NA	NCBI	4016002	0.39	0	83	256602	121791	20992	99.7	470	Acinetobacter baumannii	83.13	ST2	7	KL3	Good	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66|blaTEM-1A	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL3	2021-04-08	2021	TRUE	other_country_outside_europe
GCA_018287735.1	SAMN19022510	52	Acinetobacter baumannii	2021GO-0017	TRUE	2021	USA	NA	NCBI	4010026	0.391	0	88	272746	149013	12699	99.5	470	Acinetobacter baumannii	77.27	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL9	2021-01-01	2021	TRUE	other_country_outside_europe
GCA_018287755.1	SAMN19022512	80	Acinetobacter baumannii	2021GO-0019	TRUE	2021	USA	NA	NCBI	4198224	0.391	0	92	283225	130853	18299	99.5	470	Acinetobacter baumannii	76.09	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL9	2021-01-24	2021	TRUE	other_country_outside_europe
GCA_018287835.1	SAMN19022521	30	Acinetobacter baumannii	2021GO-0028	TRUE	2021	USA	NA	NCBI	4108370	0.391	0	106	249228	125248	14769	99.7	470	Acinetobacter baumannii	75.47	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-24|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2021-02-01	2021	TRUE	other_country_outside_europe
GCA_018287855.1	SAMN19022522	31	Acinetobacter baumannii	2021GO-0029	TRUE	2021	USA	NA	NCBI	3932846	0.389	0	66	255617	141516	19688	99.4	470	Acinetobacter baumannii	84.85	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2021-01-05	2021	TRUE	other_country_outside_europe
GCA_018287895.1	SAMN19022526	36	Acinetobacter baumannii	2021GO-0033	TRUE	2021	USA	NA	NCBI	4105840	0.391	0	100	222178	110075	15546	99.6	470	Acinetobacter baumannii	79	ST2	7	KL9	Good	OCL1	Very high	aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL9	2021-05-03	2021	TRUE	other_country_outside_europe
GCA_018288075.1	SAMN19022535	27	Acinetobacter baumannii	2021GO-0042	TRUE	2021	USA	NA	NCBI	4063177	0.391	0	110	245461	92085	11124	98.9	470	Acinetobacter baumannii	79.09	ST2	7	KL9	Very high	OCL1	Very high	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sul2	tet(B)	NA	TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL9	2021-02-13	2021	TRUE	other_country_outside_europe
GCA_018358565.1	SAMN18977216	193	Acinetobacter baumannii	NA	TRUE	2019	USA	chicago	NCBI	4093909	0.391	0	102	380213	109955	16534	99.8	470	Acinetobacter baumannii	70.59	ST2	7	KL22	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaNDM-1|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8|cmlA1	NA	NA	ARR-2	sul1|sul2	tet(B)	NA	TRUE	FALSE	TRUE	blaNDM-1|blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2019-01-14	2019	TRUE	other_country_outside_europe
GCA_018394195.1	SAMN19232437	85	Acinetobacter baumannii	2021GN-00039	TRUE	2021	USA	NA	NCBI	4088199	0.389	0	48	364236	163916	41171	99.7	470	Acinetobacter baumannii	89.58	ST2	7	KL2	Very high	OCL1	Very high	aph(3'')-Ib|aph(3')-Ia|aph(6)-Id	blaADC-25|blaOXA-24|blaOXA-66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2021-02-28	2021	TRUE	other_country_outside_europe
GCA_018394215.1	SAMN19232436	157	Acinetobacter baumannii	2021GN-00034	TRUE	2021	USA	NA	NCBI	4173761	0.391	0	116	256010	88895	12169	99.7	470	Acinetobacter baumannii	79.31	ST2	7	KL2	Very high	OCL1	Very high	aac(3)-Ia|aac(6')-Iaf|aadA5|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-66|blaOXA-72	NA	NA	NA	NA	mph(E)	NA	NA	NA	NA	NA	NA	NA	sul1|sul2	tet(B)	dfrA17	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2021-10-30	2021	TRUE	other_country_outside_europe
GCA_018394235.1	SAMN19232442	148	Acinetobacter baumannii	2021GN-00080	TRUE	2021	USA	NA	NCBI	4046501	0.389	0	60	364236	146976	27279	99.7	470	Acinetobacter baumannii	86.67	ST2	7	KL2	Very high	OCL1	Good	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-24|blaOXA-66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2021-10-07	2021	TRUE	other_country_outside_europe
GCA_018394275.1	SAMN19232443	166	Acinetobacter baumannii	2021GN-00081	TRUE	2021	USA	NA	NCBI	4077626	0.389	0	59	364266	153499	34960	99.8	470	Acinetobacter baumannii	83.05	ST2	7	KL2	Very high	OCL1	Good	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-24|blaOXA-66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2021-04-10	2021	TRUE	other_country_outside_europe
GCA_018404725.1	SAMN19232439	102	Acinetobacter baumannii	2021GN-00042	TRUE	2021	USA	NA	NCBI	4023474	0.389	0	59	354758	145759	27988	99.7	470	Acinetobacter baumannii	86.44	ST2	7	KL2	Very high	OCL1	Good	aph(3'')-Ib|aph(6)-Id	blaADC-25|blaOXA-24|blaOXA-66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2021-03-10	2021	TRUE	other_country_outside_europe
GCA_018404925.1	SAMN19232441	108	Acinetobacter baumannii	2021GN-00058	TRUE	2021	USA	NA	NCBI	3935478	0.391	0	107	285140	88895	10728	99.8	470	Acinetobacter baumannii	85.98	ST2	7	KL2	Very high	OCL1	Very high	aac(3)-Ia|aac(6')-Iaf|aadA5|aph(3'')-Ib|aph(6)-Id|armA	blaADC-25|blaOXA-66|blaOXA-72	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	NA	NA	NA	NA	sul1|sul2	tet(B)	dfrA17	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2021-01-23	2021	TRUE	other_country_outside_europe
GCA_018452165.1	SAMN19299707	175	Acinetobacter baumannii	2021GN-00075	TRUE	2021	USA	NA	NCBI	4127273	0.389	0	94	239056	110059	17121	99.6	470	Acinetobacter baumannii	80.85	ST2	7	KL2	Very high	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(3')-VIa|aph(6)-Id|armA	blaADC-25|blaOXA-23|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	FALSE	TRUE	blaOXA-23-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL2	2021-01-22	2021	TRUE	other_country_outside_europe
GCA_018452205.1	SAMN19299718	106	Acinetobacter baumannii	2021GN-00091	TRUE	2021	USA	NA	NCBI	4150270	0.391	0	193	222355	60173	6765	99.6	470	Acinetobacter baumannii	81.35	ST2	7	KL22	Good	OCL1	Good	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-24|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2021-03-02	2021	TRUE	other_country_outside_europe
GCA_018452325.1	SAMN19299710	196	Acinetobacter baumannii	2021GN-00079	TRUE	2021	USA	NA	NCBI	4062510	0.391	0	167	134088	53850	8156	99.8	470	Acinetobacter baumannii	87.43	ST2	7	KL22	Good	OCL1	Very high	aac(6')-Ib|aadA1|aph(3'')-Ib|aph(3')-Ia|aph(6)-Id|armA	blaADC-25|blaOXA-24|blaOXA-66	NA	NA	NA	NA	mph(E)|msr(E)	NA	NA	NA	catB8	NA	NA	NA	sul1	tet(B)	NA	TRUE	TRUE	TRUE	blaOXA-40-like	gyrAS81L|parCS84L	TRUE	TRUE	Americas	Northern America	US	ST2-KL22	2021-01-27	2021	TRUE	other_country_outside_europe
